NAME,IATA
Mahendranagar Airport,XMG
Nepalgunj Airport,KEP
Pokhara Airport,PKR
Phaplu Airport,PPL
Rajbiraj Airport,RJB
Ramechhap Airport,RHP
Rukum Chaurjahari Airport,RUK
Rolpa Airport,RPA
Rumjatar Airport,RUM
Syangboche Airport,SYH
Simara Airport,SIF
Surkhet Airport,SKH
Sanfebagar Airport,FEB
Simikot Airport,IMK
Taplejung Airport,TPJ
Tikapur Airport,TPU
Tumling Tar Airport,TMI
Biratnagar Airport,BIR
Murod Kond Airport,LTU
Tuticorin Airport,TCR
Agatti Airport,AGX
Bellary Airport,BEP
Kempegowda International Airport,BLR
Bidar Air Force Station,IXX
Vijayawada Airport,VGA
Coimbatore International Airport,CJB
Cochin International Airport,COK
Calicut International Airport,CCJ
Kadapa Airport,CDP
Car Nicobar Air Force Station,CBD
Rajiv Gandhi International Airport,HYD
Begumpet Airport,BPM
Kannur International Airport,CNN
Madurai Airport,IXM
Mangalore International Airport,IXE
Chennai International Airport,MAA
Mysore Airport,MYQ
Vir Savarkar International Airport,IXZ
Pondicherry Airport,PNY
Sri Sathya Sai Airport,PUT
Basanth Nagar Airport,RMD
Rajahmundry Airport,RJA
Salem Airport,SXV
Tanjore Air Force Base,TJV
Tirupati Airport,TIR
Tiruchirapally Civil Airport Airport,TRZ
Trivandrum International Airport,TRV
Warangal Airport,WGC
Yongphulla Airport,YON
Bathpalathang Airport,BUT
Gelephu Airport,GLU
Paro Airport,PBH
Ifuru Airport,IFU
Dharavandhoo Airport,DRV
Fuvahmulah Airport,FVM
Gan International Airport,GAN
Hanimaadhoo Airport,HAQ
Kadhdhoo Airport,KDO
Mal?Ÿ?? International Airport,MLE
Kooddoo Airport,GKK
Kaadedhdhoo Airport,KDM
Dhaalu Atoll Airport,DDD
Villa Airport,VAM
Thimarafushi Airport,TMF
Don Mueang International Airport,DMK
Sa Pran Nak Airport,KKM
Kamphaeng Saen Airport,KDT
Trat Airport,TDX
Suvarnabhumi Airport,BKK
U-Tapao International Airport,UTP
Chiang Mai International Airport,CNX
Mae Hong Son Airport,HGN
Mae Hong Son Airport,PYY
Lampang Airport,LPT
Nan Airport,NNT
Phrae Airport,PRH
Chiang Rai International Airport,CEI
Udorn Air Base,BAO
Phetchabun Airport,PHY
Hua Hin Airport,HHQ
Takhli Airport,TKH
Mae Sot Airport,MAQ
Sukhothai Airport,THS
Phitsanulok Airport,PHS
Tak Airport,TKT
Uttaradit Airport,UTR
Surat Thani Airport,URT
Narathiwat Airport,NAW
Chumphon Airport,CJM
Nakhon Si Thammarat Airport,NST
Krabi Airport,KBV
Songkhla Airport,SGZ
Pattani Airport,PAN
Samui Airport,USM
Phuket International Airport,HKT
Ranong Airport,UNN
Hat Yai International Airport,HDY
Trang Airport,TST
Udon Thani Airport,UTH
Sakon Nakhon Airport,SNO
Surin Airport,PXR
Khon Kaen Airport,KKC
Loei Airport,LOE
Buri Ram Airport,BFV
Nakhon Ratchasima Airport,NAK
Ubon Ratchathani Airport,UBP
Roi Et Airport,ROI
Nakhon Phanom Airport,KOP
Mvuu Camp Airport,VUU
Buon Ma Thuot Airport,BMV
Chu Lai International Airport,VCL
Cat Bi International Airport,HPH
C?Ÿ?ÿ Mau Airport,CAH
Cam Ranh Airport,CXR
Co Ong Airport,VCS
Can Tho International Airport,VCA
Dien Bien Phu Airport,DIN
Lien Khuong Airport,DLI
Da Nang International Airport,DAD
Las Malvinas/Echarate Airport,VVN
Noi Bai International Airport,HAN
Na-San Airport,SQH
Phu Bai Airport,HUI
Phu Cat Airport,UIH
Pleiku Airport,PXU
Phu Quoc International Airport,PQC
Phan Rang Airport,PHA
Phan Thiet Airport,PHH
Rach Gia Airport,VKG
Dong Tac Airport,TBB
Tan Son Nhat International Airport,SGN
Tho Xuan Airport,THD
V?Ÿ?›n ????­?¯??n International Airport,VDO
Vinh Airport,VII
Vung Tau Airport,VTG
Ann Airport,VBA
Bagan Airport,NYU
Banmaw Airport,BMO
Bokpyinn Airport,VBP
Dawei Airport,TVY
Naypyidaw Airport,NYT
Gangaw Airport,GAW
Gwa Airport,GWA
Heho Airport,HEH
Hommalinn Airport,HOX
Tilin Airport,TIO
Kengtung Airport,KET
Kanti Airport,KHM
Kalay Airport,KMV
Kyaukpyu Airport,KYP
Kawthoung Airport,KAW
Kyauktu Airport,KYT
Loikaw Airport,LIW
Lashio Airport,LSH
Mandalay International Airport,MDL
Myeik Airport,MGZ
Myitkyina Airport,MYT
Mawlamyine Airport,MNU
Manaung Airport,MGU
Momeik Airport,MOE
Mong Hsat Airport,MOG
Mong Tong Airport,MGK
Magway Airport,MWQ
Monywar Airport,NYW
Namsang Airport,NMS
Namtu Airport,NMT
Hpa-N Airport,PAA
Pauk Airport,PAU
Pathein Airport,BSX
Hpapun Airport,PPU
Putao Airport,PBU
Pakhokku Airport,PKK
Pyay Airport,PRU
Sittwe Airport,AKY
Thandwe Airport,SNW
Tachileik Airport,THL
Ye Airport,XYE
Yangon International Airport,RGN
Roche Harbor Airport,RCE
Maranggo Airport,TQQ
Hasanuddin International Airport,UPG
Tampa Padang Airport,MJU
Frans Kaisiepo Airport,BIK
Moanamani Airport,ONI
Wagethe Airport,WET
Nabire Airport,NBX
Illaga Airport,ILA
Kokonau Airport,KOX
Serui Airport,ZRI
Moses Kilangin Airport,TIM
Enarotali Airport,EWI
Andriamena Airport,WAD
Selaparang Airport,AMI
Muhammad Salahuddin Airport,BMU
Ngurah Rai (Bali) International Airport,DPS
Lombok International Airport,LOP
Sumbawa Besar Airport,SWQ
Tambolaka Airport,TMC
Umbu Mehang Kunda Airport,WGP
Bua Airport,LLO
Yogyakarta International Airport,YIA
Arso Airport,ARJ
Bokondini Airport,BUI
Sarmi Airport,ZRM
Sentani International Airport,DJJ
Lereh Airport,LHI
Mulia Airport,LII
Oksibil Airport,OKL
Waris Airport,WAR
Senggeh Airport,SEH
Ubrub Airport,UBR
Wamena Airport,WMX
Mindiptana Airport,MDP
Bade Airport,BXD
Mopah Airport,MKQ
Okaba Airport,OKQ
Kepi Airport,KEI
Tanah Merah Airport,TMH
Tanjung Harapan Airport,TJS
Datadawai Airport,DTD
Kalimarau Airport,BEJ
Sultan Aji Muhamad Sulaiman Airport,BPN
Juwata Airport,TRK
Tanjung Santan Airport,TSX
Bunyu Airport,BYQ
Gamarmalamo Airport,GLX
Buli Airport,PGQ
Jalaluddin Airport,GTO
Naha Airport,NAH
Sultan Bantilan Airport,TLI
Gebe Airport,GEB
Kao Airport,KAZ
Mutiara Airport,PLW
Sam Ratulangi Airport,MDC
Melangguane Airport,MNA
Kasiguncu Airport,PSJ
Pitu Airport,OTI
Sultan Babullah Airport,TTE
Syukuran Aminuddin Amir Airport,LUW
Buol Airport,UOL
Waverney Airport,WAN
Batu Licin Airport,BTW
Iskandar Airport,PKN
Gusti Syamsir Alam Airport,KBU
Warukin Airport,TJG
Syamsudin Noor Airport,BDJ
Tjilik Riwut Airport,PKY
Sampit(Hasan) Airport,SMQ
Amahai Airport,AHI
Bandanaira Airport,NDA
Rar Gwamar Airport,DOB
"Mangole Airport, Falabisahaya",MAL
Karel Sadsuitubun Airport,LUV
Namrole Airport,NRE
Oesman Sadik Airport,LAH
Saumlaki/Olilit Airport,SXK
Nangasuri Airport,BJK
Emalamo Sanana Airport,SQN
"Pattimura Airport, Ambon",AMQ
Namlea Airport,NAM
Taliabu Island Airport,TAX
"Wahai,Seram Island",WBA
Abdul Rachman Saleh Airport,MLG
Ngloram Airport,CPF
Adisutjipto International Airport,JOG
Adi Sumarmo Wiryokusumo Airport,SOC
Juanda International Airport,SUB
Achmad Yani Airport,SRG
Trunojoyo Airport,SUP
Dewadaru - Kemujan Island,KWB
Stenkol Airport,NTI
Abresso Airport,RSK
Kebar Airport,KEQ
Fakfak Airport,FKQ
Inanwatan Airport,INX
Kaimana Airport,KNG
Merdei Airport,RDE
Marinda Airport,RJM
Babo Airport,BXB
Rendani Airport,MKW
Teminabuan Airport,TXM
Wasior Airport,WSR
Bajawa Soa Airport,BJW
Maumere(Wai Oti) Airport,MOF
Ende (H Hasan Aroeboesman) Airport,ENE
Frans Sales Lega Airport,RTG
Mali Airport,ARD
Komodo Airport,LBJ
Sabu-Tardanu Airport,SAU
El Tari Airport,KOE
Betoambari Airport,BUW
Matahora Airport,WNI
Selayar/Aroepala Airport,KSR
Andi Jemma Airport,MXB
Soroako Airport,SQR
Pongtiku Airport,TTR
Wolter Monginsidi Airport,KDI
Dominique Edward Osok Airport,SOQ
Stebbins Airport,WBB
Wapolu Airport,WBC
Bintulu Airport,BTU
Belaga Airport,BLG
Long Semado Airport,LSM
Long Lellang Airport,LGL
Kuching International Airport,KCH
Long Seridan Airport,ODN
Limbang Airport,LMN
Mukah Airport,MKM
Long Akah Airport,LKH
Marudi Airport,MUR
Sematan Airport,BSE
Kapit Airport,KPI
Bakalalan Airport,BKM
Miri Airport,MYY
Sibu Airport,SBW
Tanjung Manis Airport,TGC
Long Sukang Airport,LSU
Lawas Airport,LWY
Bario Airport,BBN
Semporna Airport,SMM
Lahad Datu Airport,LDU
Telupid Airport,TEL
Keningau Airport,KGU
Sahabat [Sahabat 16] Airport,SXS
Kota Kinabalu International Airport,BKI
Labuan Airport,LBU
Tomanggong Airport,TMG
Long Pasia Airport,GSA
Sepulot Airport,SPE
Pamol Airport,PAY
Ranau Airport,RNU
Sandakan Airport,SDK
Kudat Airport,KUD
Tawau Airport,TWU
Mulu Airport,MZV
Brunei International Airport,BWN
Parker County Airport,WEA
Wedau Airport,WED
Welshpool Airport,WHL
Nusawiru Airport,CJN
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,PKU
Pinang Kampai Airport,DUM
Rokot Airport,RKO
Sungai Pakning Bengkalis Airport,SEQ
Sei Bati Airport,TJB
Kertajati International Airport,KJT
Husein Sastranegara International Airport,BDO
Penggung Airport,CBN
Cibeureum Airport,TSY
Hang Nadim International Airport,BTH
Pasir Pangaraan Airport,PPR
Letung Airport,LMU
Raja Haji Fisabilillah International Airport,TNJ
Dabo Airport,SIQ
Halim Perdanakusuma International Airport,HLP
Tunggul Wulung Airport,CXP
Pondok Cabe Air Base,PCB
Soekarno-Hatta International Airport,CGK
Silampari Airport,LLJ
Radin Inten II (Branti) Airport,TKG
Muhammad Taufiq Kiemas Airport,TFY
Binaka Airport,GNS
Aek Godang Airport,AEG
Soewondo Air Force Base,MES
Kualanamu International Airport,KNO
Silangit Airport,DTB
Sibisa Airport,SIW
Dr Ferdinand Lumban Tobing Airport,FLZ
H.AS. Hanandjoeddin International Airport,TJQ
Nanga Pinoh Airport,NPO
Ketapang(Rahadi Usman) Airport,KTG
Tarempa Airport,MWK
Ranai Airport,NTX
Supadio Airport,PNK
Pangsuma Airport,PSU
Sintang(Susilo) Airport,SQG
Sultan Thaha Airport,DJB
Muara Bungo Airport,BUU
Pangkal Pinang (Depati Amir) Airport,PGK
Fatmawati Soekarno Airport,BKS
Sultan Mahmud Badaruddin II Airport,PLM
Pendopo Airport,PDO
Japura Airport,RGT
Minangkabau International Airport,PDG
Muko Muko Airport,MPC
Keluang Airport,KLQ
Bentayan Airport,PXA
Teuku Cut Ali Airport,TPK
Maimun Saleh Airport,SBG
Seunagan Airport,MEQ
Rembele Airport,TXE
Lhok Sukon Airport,LSX
Malikus Saleh Airport,LSW
Sultan Iskandar Muda International Airport,BTJ
Sungai Tiang Airport,SXT
Mersing Airport,MEP
Sitiawan Airport,SWY
Taiping (Tekah) Airport,TPG
Pulau Tioman Airport,TOD
Sultan Abdul Halim Airport,AOR
Butterworth Airport,BWH
Sultan Ismail Petra Airport,KBR
Kuantan Airport,KUA
Kerteh Airport,KTE
Sultan Azlan Shah Airport,IPH
Senai International Airport,JHB
Kuala Lumpur International Airport,KUL
Langkawi International Airport,LGK
Malacca Airport,MKZ
Sultan Mahmud Airport,TGG
Penang International Airport,PEN
Pulau Pangkor Airport,PKG
LTS Pulau Redang Airport,RDN
Sultan Abdul Aziz Shah International Airport,SZB
Decatur Shores Airport,DTR
Wanuma Airport,WNU
Atauro Airport,AUT
Suai Airport,UAI
Presidente Nicolau Lobato International Airport,DIL
Cakung Airport,BCH
Maliana Airport,MPT
Rota Do S?Ÿ?›ndalo Oecusse Airport,OEC
Viqueque Airport,VIQ
Haliwen Airport,ABU
Gewayentana Airport,LKA
David Constantijn Saudale Airport,RTI
Sanggata/Sangkimah Airport,SGQ
Long Bawan Airport,LBW
Bontang Airport,BXT
Nunukan Airport,NNX
Tanah Grogot Airport,TNB
Long Apung Airport,LPU
Wasua Airport,WSA
Paya Lebar Air Base,QPG
Tengah Air Base,TGA
Wiseman Airport,WSM
Seletar Airport,XSP
Singapore Changi Airport,SIN
Wantoat Airport,WTT
Wuvulu Island Airport,WUV
Glendale Fokker Field,GWV
Urad Middle Banner,WZQ
Biniguni Airport,XBN
Xinguara Municipal Airport,XIG
Maramag Airport,XMA
Xinbarag Youqi Baogede Airport,XRQ
Smolensk North Airport,LNX
Vinh Long Airfield,XVL
Modi,XXZ
Waukon Municipal Airport,UKN
Albany Airport,ALH
Abingdon Downs Airport,ABG
Alton Downs Airport,AWN
Augustus Downs Airport,AUD
Marla Airport,MRP
Alexandria Homestead Airport,AXL
Aramac Airport,AXC
Andamooka Airport,ADO
Ammaroo Airport,AMX
Amata Airport,AMT
West Angelas Airport,WLP
Anthony Lagoon Airport,AYL
Alpha Airport,ABH
Ararat Airport,ARY
Argyle Airport,GYL
Armidale Airport,ARM
Arrabury Airport,AAB
Aurukun Airport,AUU
Austral Downs Airport,AWP
Auvergne Airport,AVG
Ayers Rock Connellan Airport,AYQ
Ayr Airport,AYR
Brisbane Archerfield Airport,ACF
Northern Peninsula Airport,ABM
Barcaldine Airport,BCI
Alice Springs Airport,ASP
Badu Island Airport,BDD
Barkly Downs Airport,BKP
Big Bell Airport,BBE
Brisbane International Airport,BNE
Gold Coast Airport,OOL
Blackall Airport,BKQ
Cairns International Airport,CNS
Charleville Airport,CTL
Bedford Downs Airport,BDW
Bendigo Airport,BXG
Birdsville Airport,BVI
Bellburn Airstrip,BXF
Betoota Airport,BTX
Beagle Bay Airport,BEE
Boolgeeda,OCM
Balgo Hill Airport,BQW
Broken Hill Airport,BHQ
Hamilton Island Airport,HTI
Bedourie Airport,BEU
Billiluna Airport,BIW
Bizant Airport,BZP
Bourke Airport,BRK
Burketown Airport,BUC
Benalla Airport,BLN
Balcanoona Airport,LCN
Bollon Airport,BLS
Busselton Regional Airport,BQB
Mount Isa Airport,ISA
Sunshine Coast Airport,MCY
Bloomfield River Airport,BFC
Mackay Airport,MKY
Ballina Byron Gateway Airport,BNK
Bairnsdale Airport,BSJ
Boigu Airport,GIC
Oakey Airport,OKY
Boulia Airport,BQL
Brampton Island Airport,BMP
Proserpine Whitsunday Coast Airport,PPP
Rockhampton Airport,ROK
Borroloola Airport,BOX
Broome International Airport,BME
Balranald Airport,BZD
Brunette Downs Airport,BTD
Brewarrina Airport,BWQ
Barimunya Airport,BYP
Bathurst Airport,BHS
Bathurst Island Airport,BRT
Townsville Airport,TSV
Blackwater Airport,BLT
Batavia Downs Airport,BVW
Bundaberg Airport,BDB
Bunbury Airport,BUY
Bulimba Airport,BIP
Bowen Airport,ZBO
Weipa Airport,WEI
Bolwarra Airport,BCK
Toowoomba Wellcamp Airport,WTB
Barrow Island Airport,BWB
Beverley Springs Airport,BVZ
Cattle Creek Airport,CTR
Caiguna Airport,CGV
Coolah Airport,CLH
Carnarvon Airport,CVQ
Casino Airport,CSI
Cobar Airport,CAZ
Coonabarabran Airport,COJ
Canobie Airport,CBY
Cape Barren Island Airport,CBI
Coober Pedy Airport,CPD
Collarenebri Airport,CRB
Chinchilla Airport,CCL
Coconut Island Airport,CNC
Cloncurry Airport,CNJ
Condobolin Airport,CBX
Caloundra Airport,CUD
Ceduna Airport,CED
Cleve Airport,CVC
Camfield Airport,CFI
Clifton Hills Airport,CFH
Cape Flattery Airport,CQP
Chillagoe Airport,LLG
Cherrabah Airport,CRH
Graeme Rowley Aerodrome,CKW
Charters Towers Airport,CXT
RAAF Base Curtin,DCN
Croker Island Airport,CKI
Cooktown Airport,CTN
Clermont Airport,CMQ
Cunnamulla Airport,CMA
Camooweal Airport,CML
Camp Nifty Airport,NIF
Cessnock Airport,CES
Coonamble Airport,CNB
Cordillo Downs Airport,ODL
Coen Airport,CUQ
Collie Airport,CIE
Cooma Snowy Mountains Airport,OOM
Cooinda Airport,CDA
Corowa Airport,CWW
Carpentaria Downs Airport,CFP
Corryong Airport,CYG
Christmas Creek Station Airport,CXQ
Croydon Airport,CDQ
Collinsville Airport,KCE
Cootamundra Airport,CMD
Cudal Airport,CUG
Cue Airport,CUY
Coondewanna Airport,CJF
Cowarie Airport,CWR
Cowell Airport,CCW
Cowra Airport,CWT
Coolawanyah Airport,COY
Dajarra Airport,DJR
Dalby Airport,DBY
Dirranbandi Airport,DRN
Dunbar Airport,DNB
Derby Airport,DRB
Drumduff Airport,DFP
Dalgaranga Gold Mine Airport,DGD
Doongan Airport,DNG
Dixie Airport,DXD
Dunk Island Airport,DKI
Dulkaninna Airport,DLK
Deniliquin Airport,DNQ
Delta Downs Airport,DDN
Delissaville Airport,DLV
Daly Waters Airport,DYW
Doomadgee Airport,DMD
Daly River Airport,DVR
Darnley Island Airport,NLF
Dorunda Airport,DRD
Davenport Downs Airport,DVP
Devonport Airport,DPO
Dongara Airport,DOX
Drysdale River Airport,DRY
Durham Downs Airport,DHD
Durrie Airport,DRR
Dunwich Airport,SRR
Docker River Airport,DKV
Dysart Airport,DYA
Wadi Ain Airport,WDA
Echuca Airport,ECH
Eucla Airport,EUC
Etadunna Airport,ETD
Eneabba Airport,ENB
Einasleigh Airport,EIH
Elcho Island Airport,ELC
Elkedra Airport,EKD
Emerald Airport,EMD
Yenkis(Yankisa) Airport,YEQ
Erldunda Airport,EDD
Ernabella Airport,ERB
Elrose Airport,ERQ
Esperance Airport,EPR
Eva Downs Airport,EVD
Evans Head Aerodrome,EVH
Exmouth Airport,EXM
Forbes Airport,FRB
Fortescue - Dave Forrest Aerodrome,KFE
Finley Airport,FLY
Flinders Island Airport,FLS
Flora Valley Airport,FVL
Finke Airport,FIK
Forrest Airport,FOS
Oombulgurri Airport,FVR
Forster (Wallis Is) Airport,FOT
Fitzroy Crossing Airport,FIZ
Gamboola Airport,GBP
Gayndah Airport,GAH
South Goulburn Is Airport,GBL
Gunnedah Airport,GUH
Goondiwindi Airport,GOO
Gordon Downs Airport,GDD
Gregory Downs Airport,GGD
Granite Downs Airport,GTS
Geraldton Airport,GET
Grafton Airport,GFN
Ginbata Airport,GBW
Gibb River Airport,GBV
Great Keppel Is Airport,GKL
Gladstone Airport,GLT
Goulburn Airport,GUL
Glengyle Airport,GLG
Geelong Airport,GEX
Glen Innes Airport,GLI
Glenormiston Airport,GLM
Grenfell Airport,GFE
Greenvale Airport,GVP
Mount Gordon Airport,GPD
Garden Point Airport,GPN
Gascoyne Junction Airport,GSC
Groote Eylandt Airport,GTE
Griffith Airport,GFF
Georgetown Airport,GTT
Georgetown (Tas) Airport,GEE
Gympie Airport,GYP
Wilpena Pound Airport,HWK
Hay Airport,HXX
Hervey Bay Airport,HVB
Humbert River Airport,HUB
Henbury Airport,HRY
Headingly Airport,HIP
Highbury Airport,HIG
Horn Island Airport,HID
Hillside Airport,HLL
Halls Creek Airport,HCQ
Hermannsburg Airport,HMG
Hamilton Airport,HLT
Hooker Creek Airport,HOK
Mount Hotham Airport,MHU
Hopetoun Airport,HTU
Hope Vale Airport,HPE
Horsham Airport,HSM
Heathlands Airport,HAT
Hughenden Airport,HGD
Indulkana Airport,IDK
Innisfail Airport,IFL
Iffley Airport,IFF
Ingham Airport,IGH
Inkerman Airport,IKP
Injune Airport,INJ
Innamincka Airport,INM
Inverway Airport,IVW
Isisford Airport,ISI
Inverell Airport,IVR
Jabiru Airport,JAB
Jundah Airport,JUN
Jindabyne Airport,QJD
Julia Creek Airport,JCK
Jurien Bay Airport,JUR
Kalumburu Airport,UBU
Kambalda Airport,KDB
Kalbarri Airport,KAX
Streaky Bay Airport,KBY
Kings Canyon Airport,KBJ
Kings Creek Airport,KCS
Kerang Airport,KRA
King Island Airport,KNS
Kirkimbie Station Airport,KBB
Kalkgurung Airport,KFG
Koolatah Airport,KOH
Koolburra Airport,KKP
Karumba Airport,KRB
Kamileroi Airport,KML
Kempsey Airport,KPS
Katanning Airport,KNI
Kowanyama Airport,KWM
Kalpowar Airport,KPP
Kingaroy Airport,KGY
Kingscote Airport,KGC
Kubin Airport,KUG
Kurundi Airport,KRD
Lawn Hill Airport,LWH
Leigh Creek Airport,LGH
Leonora Airport,LNO
Lake Evella Airport,LEL
Lakefield Airport,LFP
Lord Howe Island Airport,LDH
Lockhart River Airport,IRG
Lyndhurst Airport,LTP
Limbunya Airport,LIB
Lindeman Island Airport,LDC
Lismore Airport,LSY
Lake Nash Airport,LNH
Ballera Airport,BBL
Lakeland Airport,LKD
Lock Airport,LOC
Lorraine Airport,LOA
Lotus Vale Airport,LTV
Mingan Airport,YLP
Laura Airport,LUU
Lightning Ridge Airport,LHG
Longreach Airport,LRE
New Laura Airport,LUT
Leinster Airport,LER
Laverton Airport,LVO
Latrobe Valley Airport,TGN
Lizard Island Airport,LZR
Mabuiag Island Airport,UBB
Avalon Airport,AVV
Albury Airport,ABX
Mareeba Airport,MRG
Marble Bar Airport,MBB
Mallacoota Airport,XMC
Manners Creek Airport,MFP
Millicent Airport,MLR
Mudgee Airport,DGE
Mandora Airport,MQA
Macdonald Downs Airport,MNW
Meekatharra Airport,MKR
Melbourne Essendon Airport,MEB
Merimbula Airport,MIM
Merluna Airport,MLV
Milingimbi Airport,MGT
Maningrida Airport,MNG
Mount Gunson Airport,GSN
Margaret River (Station) Airport,MGV
Margaret River Airport,MQZ
Musgrave Airport,MVU
Hobart International Airport,HBA
Mount House Airport,MHO
McArthur River Mine Airport,MCV
Mildura Airport,MQL
Minlaton Airport,XML
Mitchell Plateau Airport,MIH
Mitchell Airport,MTQ
Manjimup Airport,MJP
Miles Airport,WLE
Launceston Airport,LST
Melbourne Moorabbin Airport,MBW
Murrin Murrin Airport,WUI
Melbourne International Airport,MEL
Middlemount Airport,MMM
Maitland Airport,MTL
Mount Keith Airport,WME
Monkira Airport,ONR
Mount Swan Airport,MSF
Morney Airport,OXY
Mount Magnet Airport,MMG
Mooraberree Airport,OOR
Moree Airport,MRZ
Moreton Airport,MET
Minnipa Airport,MIN
Marqua Airport,MQE
Moranbah Airport,MOV
Marree Airport,RRE
Morawa Airport,MWB
Moruya Airport,MYA
Mount Sanford Station Airport,MTD
Mittebah Airport,MIY
Muttaburra Airport,UTB
Mount Gambier Airport,MGB
Mornington Island Airport,ONG
Monto Airport,MNQ
Muccan Station Airport,MUQ
Mungeranie Airport,MNE
Murray Island Airport,MYI
Mulka Airport,MVK
Mulga Park Airport,MUP
Mount Cavenagh Airport,MKV
Mullewa Airport,MXU
Moolawatana Airport,MWT
Marion Downs Airport,MXD
Maryborough Airport,MBH
Merty Merty Airport,RTY
Nappa Merrie Airport,NMR
Narrandera Airport,NRA
Narrabri Airport,NAA
Ngukurr Airport,RPM
Nambucca Heads Airport,NBH
Nicholson Airport,NLS
Noonkanbah Airport,NKB
New Moon Airport,NMP
Napperby Airport,NPP
Naracoorte Airport,NAC
Narrogin Airport,NRG
Narromine Airport,QRM
Ravensthorpe Airport,RVT
Noosa Airport,NSV
Norseman Airport,NSM
Yantai Penglai International Airport,YNT
Normanton Airport,NTN
Nullabor Motel Airport,NUR
Nullagine Airport,NLL
Numbulwar Airport,NUB
Nutwood Downs Airport,UTD
Newman Airport,ZNE
Nyngan Airport,NYN
Oenpelli Airport,OPI
Opinaca Aerodrome,YOI
Colac Airport,XCO
Olympic Dam Airport,OLP
Onslow Airport,ONS
Oodnadatta Airport,ODD
Moomba Airport,MOO
Orbost Airport,RBS
Orange Airport,OAG
Ord River Airport,ODR
Osborne Mine Airport,OSO
Ouyen Airport,OYN
Adelaide International Airport,ADL
Port Augusta Airport,PUG
Palm Island Airport,PMK
Paraburdoo Airport,PBO
Cocos (Keeling) Islands Airport,CCK
Parndana Airport,PDN
Pandie Pandie Airport,PDE
Darwin International Airport,DRW
Pardoo Airport,PRD
Lake Macquarie Airport,BEO
Gove Airport,GOV
Port Pirie Airport,PPI
Perth Jandakot Airport,JAD
Karratha Airport,KTA
Kalgoorlie Boulder Airport,KGI
Parkes Airport,PKE
Port Keats Airport,PKT
Kununurra Airport,KNX
Port Lincoln Airport,PLO
Learmonth Airport,LEA
Prominent Hill Airport,PXH
Pormpuraaw Airport,EDR
Port Macquarie Airport,PQQ
Penong Airport,PEY
Portland Airport,PTJ
Port Hedland International Airport,PHE
Perth International Airport,PER
Penneshaw Airport,PEA
Tindal Airport,KTR
Woomera Airfield,UMR
Christmas Island Airport,XCH
Quirindi Airport,UIR
Quilpie Airport,ULP
Queenstown Airport,UEE
Robinson River Airport,RRV
Dean River Airport,YRD
Renmark Airport,RMK
Richmond Airport,RCM
Ramingining Airport,RAM
Robinhood Airport,ROH
Roebourne Airport,RBU
Robinvale Airport,RBC
Roma Airport,RMA
Roper Bar Airport,RPB
Roseberth Airport,RSB
Rottnest Island Airport,RTS
Rutland Plains Airport,RTP
Roy Hill Station Airport,RHL
Sandstone Airport,NDS
Sydney Bankstown Airport,BWU
Canberra International Airport,CBR
Carosue Dam Airport,WCD
Coffs Harbour Airport,CFS
Camden Airport,CDU
Scone Airport,NSO
Southern Cross Airport,SQC
